sig_id,Ligand,Organism,Celltype.cellline,Dose,Duration,Platform,source
IL22.Dose.200ng.ml_Duration.12h.Condition.HaCaT.GSE28158.MicroArray.GPL10558,IL22,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL22.Duration.45min.Condition.cultured.salivary.gland.cells.GSE74389.MicroArray.GPL10558,IL22,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Dose.100.U.mL_Duration.24h.Condition.Monocyte.MCSF.GSE11864.MicroArray.HG.U133_Plus_2,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Dose.100.U.mL_Duration.24h.Condition.Monocyte.MCSF.Pam3cys.GSE11864.MicroArray.HG.U133_Plus_2,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNB.Condition.ESC.H9.Duration.6d.GSE141253.MicroArray.HG.U133_Plus_2,IFNB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL13.Condition.Human.bronchial.cell.line.A549.Duration.24h.GSE3183.MicroArray.HG.U133A,IL13,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL5.Condition.eosinophils.GSE75142.MicroArray.GPL17077,IL5,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL4.Condition.Normal.B.cells.GSE55288.MicroArray.GPL4133,IL4,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL4.Condition.chronic.lymphocytic.leukemia.GSE55288.MicroArray.GPL4133,IL4,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNB.Duration.8h.Condition.fibroblast.E.MTAB.5919.RNASeq.ERP024336_GRCh38,IFNB1,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
TGFB1.Dose.4.ng.ml.Condition.MCF10A.Duration.3d.GSE28569.MicroArray.GPL6480,TGFB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB1.Duration.24h.Condition.Macrophage.IL4.GSE7568.MicroArray.HG.U133_Plus_2,TGFB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB1.Duration.24h.Condition.Macrophage.IL4.Dex.GSE7568.MicroArray.HG.U133_Plus_2,TGFB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB1.Duration.3h.Condition.Macrophage.IL4.Dex.GSE7568.MicroArray.HG.U133_Plus_2,TGFB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL7.GSE95297.RNASeq.SRP100643_GRCh38,IL7,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IL6.Dose.50.ng.ml.Condition.THP.1.macrophage.Duration.2h.GSE126525.MicroArray.GPL26190,IL6,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Dose.10.ng.ml.Condition.THP.1.macrophage.Duration.2h.GSE126525.MicroArray.GPL26190,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL2.Condition.Kit225.GSE40618.MicroArray.HG.U133_Plus_2,IL2,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL1B.Dose.10.ng.ml.Condition.ILC2.GSE72460.RNASeq.SRP062910_GRCh38,IL1B,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
OSM.Dose.100.ng.mL.Condition.HepG2.Duration.1h.GSE57753.MicroArray.HuGene.2_0.st,OSM,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
OSM.Dose.100.ng.mL.Condition.HepG2.Duration.24h.GSE57753.MicroArray.HuGene.2_0.st,OSM,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB3.Condition.mesenchymal.stem.cells.GSE17782.MicroArray.U133_X3P,TGFB3,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB1.Condition.Human.pulmonary.artery.smooth.muscle.cells.GSE131998.RNASeq.SRP199934_GRCh38,TGFB1,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
TNFA.Condition.colon.adenocarcinoma.cell.line.HT29.GSE108621.RNASeq.SRP127714_GRCh38,TNF,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
TGFB1.Condition.Squamous.cell.lung.carcinoma.cell.line.Duration.24h.GSE95536.RNASeq.SRP100878_GRCh38,TGFB1,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
TGFB1.Condition.Squamous.cell.lung.carcinoma.cell.line.Duration.48h.GSE95536.RNASeq.SRP100878_GRCh38,TGFB1,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
TGFB1.Condition.Squamous.cell.lung.carcinoma.cell.line.Duration.8h.GSE95536.RNASeq.SRP100878_GRCh38,TGFB1,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IL4.Condition.Macrophage.Duration.12h.GSE16385.MicroArray.HG.U133_Plus_2,IL4,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL4.Condition.Macrophage.Rosiglitazone.Duration.12h.GSE16385.MicroArray.HG.U133_Plus_2,IL4,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Dose.10.ng.ml.Condition.Human_MM6_and_HCAEC.Duration.4h.E.MTAB.6721.MicroArray.HG.U133_Plus_2,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Condition.HT.29.cells.GSE69605.MicroArray.PrimeView,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Condition.Monocytes.GSE83957.MicroArray.GPL10558,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL4.Condition.Monocytes.GSE83957.MicroArray.GPL10558,IL4,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL15.Condition.NK.cells.IL15.GSE77808.RNASeq.SRP069884_GRCh38,IL15,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IL2.Condition.NK.cells.IL2.GSE77808.RNASeq.SRP069884_GRCh38,IL2,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
TGFB1.Condition.hMSC.Duration.1d.GSE84500.MicroArray.HG.U133_Plus_2,TGFB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB1.Condition.hMSC.Duration.2d.GSE84500.MicroArray.HG.U133_Plus_2,TGFB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB1.Condition.hMSC.Duration.3d.GSE84500.MicroArray.HG.U133_Plus_2,TGFB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB1.Condition.hMSC.Duration.7d.GSE84500.MicroArray.HG.U133_Plus_2,TGFB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Condition.Fibroblasts.GSE76340.MicroArray.GPL6947,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Condition.Keratinocytes.GSE76340.MicroArray.GPL6947,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Condition.Melanocytes.GSE76340.MicroArray.GPL6947,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Condition.Proximal.tubular.epithelial.cells.GSE76340.MicroArray.GPL6947,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Condition.A549.Duration.24h.GSE5542.MicroArray.GPL96,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Condition.A549.Duration.24h.GSE5542.MicroArray.GPL96,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Condition.A549.Duration.6h.GSE5542.MicroArray.GPL96,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Condition.A549.Duration.6h.GSE5542.MicroArray.GPL96,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB3.Dose.2.5ng.ml.Condition.B.cells.Duration.12h.GSE120367.MicroArray.GPL10558,TGFB3,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB3.Dose.2.5ng.ml.Condition.B.cells.Duration.14d.GSE120367.MicroArray.GPL10558,TGFB3,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB3.Dose.2.5ng.ml.Condition.B.cells.Duration.1d.GSE120367.MicroArray.GPL10558,TGFB3,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB3.Dose.2.5ng.ml.Condition.B.cells.Duration.1h.GSE120367.MicroArray.GPL10558,TGFB3,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB3.Dose.2.5ng.ml.Condition.B.cells.Duration.2d.GSE120367.MicroArray.GPL10558,TGFB3,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB3.Dose.2.5ng.ml.Condition.B.cells.Duration.3h.GSE120367.MicroArray.GPL10558,TGFB3,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB3.Dose.2.5ng.ml.Condition.B.cells.Duration.4d.GSE120367.MicroArray.GPL10558,TGFB3,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB3.Dose.2.5ng.ml.Condition.B.cells.Duration.6h.GSE120367.MicroArray.GPL10558,TGFB3,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB3.Dose.2.5ng.ml.Condition.B.cells.Duration.7d.GSE120367.MicroArray.GPL10558,TGFB3,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TSLP.Condition.neutrophil.Duration.24h.GSE73313.RNASeq.SRP063973_GRCh38,TSLP,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
TSLP.Condition.neutrophil.Duration.4h.GSE73313.RNASeq.SRP063973_GRCh38,TSLP,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IFNG.Dose.20.n.m_Duration.24h.Condition.PBMC.CD14..E.MTAB.2232.MicroArray.AE,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Duration.3h.Condition.monocytes.stimulated.with.M.CSF.GSE130567.RNASeq.SRP194387_GRCh38,IFNG,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IFNG.Duration.48h.Condition.monocytes.stimulated.with.GM.CSF.GSE130567.RNASeq.SRP194387_GRCh38,IFNG,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
BAFF.Duration.24h.Condition.BL2.cells.GSE100111.MicroArray.HuGene.1_0.st.v1,TNFSF13B,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL6.Condition.Myeloma.CMA03.GSE39685.MicroArray.HuGene.1_0.st.v1,IL6,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Dose.10ng.ml_Duration.16h.Condition.monocytes.GSE129210.RNASeq.SRP190161_GRCh38,TNF,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
LIF.Condition.Female.hiPSC.GSE44044.MicroArray.GPL6480,LIF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Condition.human.epidermal.keratinocytes.Duration.24h.GSE53751.MicroArray.HG.U133_Plus_2,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL17A.Condition.human.epidermal.keratinocytes.Duration.24h.GSE53751.MicroArray.HG.U133_Plus_2,IL17A,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL22.Condition.human.epidermal.keratinocytes.Duration.24h.GSE53751.MicroArray.HG.U133_Plus_2,IL22,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL4.Condition.human.epidermal.keratinocytes.Duration.24h.GSE53751.MicroArray.HG.U133_Plus_2,IL4,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL6.Condition.human.epidermal.keratinocytes.Duration.24h.GSE53751.MicroArray.HG.U133_Plus_2,IL6,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL1B.Dose.30.ng.mL.Condition.HeLa.Duration.1h.GSE132704.RNASeq.SRP201365_GRCh38,IL1B,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
TNFA.Dose.1.ng.mL.Condition.HeLa.Duration.1h.GSE132704.RNASeq.SRP201365_GRCh38,TNF,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
TNFA.Dose.30.ng.mL.Condition.HeLa.Duration.1h.GSE132704.RNASeq.SRP201365_GRCh38,TNF,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IL10.Condition.PBMC.Duration.24h.GSE43700.MicroArray.HG.U133_Plus_2,IL10,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL4.Condition.CD25..T.cell.Duration.10d.GSE24634.MicroArray.HG.U133A,IL4,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL4.Condition.CD25..T.cell.Duration.3d.GSE24634.MicroArray.HG.U133A,IL4,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL4.Condition.CD25..T.cell.Duration.5d.GSE24634.MicroArray.HG.U133A,IL4,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL4.Condition.CD25..T.cell.Duration.7d.GSE24634.MicroArray.HG.U133A,IL4,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL4.Condition.CD25..T.cell.Duration.10d.GSE24634.MicroArray.HG.U133A.1,IL4,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL4.Condition.CD25..T.cell.Duration.3d.GSE24634.MicroArray.HG.U133A.1,IL4,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL4.Condition.CD25..T.cell.Duration.5d.GSE24634.MicroArray.HG.U133A.1,IL4,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL4.Condition.CD25..T.cell.Duration.7d.GSE24634.MicroArray.HG.U133A.1,IL4,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.GSE101627.MicroArray.GPL14550,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
MCSF.Condition.Whole.Blood.Duration.24h.GSE136440.MicroArray.HT_HG.U133_Plus_PM,CSF1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
MCSF.Condition.Whole.Blood.Duration.4h.GSE136440.MicroArray.HT_HG.U133_Plus_PM,CSF1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB1.Duration.12h.Condition.dermal.fibroblasts.GSE12493.MicroArray.GPL6848,TGFB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB1.Duration.24h.Condition.dermal.fibroblasts.GSE12493.MicroArray.GPL6848,TGFB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB1.Duration.2h.Condition.dermal.fibroblasts.GSE12493.MicroArray.GPL6848,TGFB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB1.Duration.4h.Condition.dermal.fibroblasts.GSE12493.MicroArray.GPL6848,TGFB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB1.Duration.8h.Condition.dermal.fibroblasts.GSE12493.MicroArray.GPL6848,TGFB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNB.Dose.100.U.ml_Duration.24h.Condition.dermal.fibroblasts.GSE47616.MicroArray.GPL10558,IFNB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL1A.Duration.0.5h.Condition.Human.epithelial.KB.cells.GSE64237.MicroArray.GPL4133,IL1A,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL1A.Duration.1h.Condition.Human.epithelial.KB.cells.GSE64237.MicroArray.GPL4133,IL1A,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL1A.Duration.24h.Condition.Human.epithelial.KB.cells.GSE64237.MicroArray.GPL4133,IL1A,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL1A.Duration.3h.Condition.Human.epithelial.KB.cells.GSE64237.MicroArray.GPL4133,IL1A,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB3.GSE90638.MicroArray.HuGene.1_0.st.v1,TGFB3,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL1B.Dose.10e.11M_Duration.24h.Condition.primary.chondrocytes.GSE75181.MicroArray.GPL10558,IL1B,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
GMCSF.Condition.Monocyte.GSE41889.MicroArray.HG.U133_Plus_2,CSF2,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
MCSF.Condition.Monocyte.GSE52647.MicroArray.HuGene.1_0.st.v1,CSF1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Duration.24h.Condition.MDM.GSE83716.MicroArray.HuGene.2_0.st,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Duration.6h.Condition.MDM.GSE83716.MicroArray.HuGene.2_0.st,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL6.Duration.1h.Condition.HepG2.Dose.20.ng.ml.GSE14632.MicroArray.GPL6104,IL6,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL6.Duration.2h.Condition.HepG2.Dose.20.ng.ml.GSE14632.MicroArray.GPL6104,IL6,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL6.Duration.4h.Condition.HepG2.Dose.20.ng.ml.GSE14632.MicroArray.GPL6104,IL6,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL6.Duration.8h.Condition.HepG2.Dose.20.ng.ml.GSE14632.MicroArray.GPL6104,IL6,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Duration.72h.Condition.Huh7.5.GSE89610.MicroArray.HuGene.1_0.st.v1,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNL.Duration.72h.Condition.Huh7.5.GSE89610.MicroArray.HuGene.1_0.st.v1,IFNL2andIFNL3andIFNL1andIFNL4,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL10.Duration.72h.Condition.Huh7.5.GSE89610.MicroArray.HuGene.1_0.st.v1,IL10,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL17A.Duration.24h.Condition.Huh7.5.GSE89610.MicroArray.HuGene.1_0.st.v1,IL17A,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL22.Duration.24h.Condition.Huh7.5.GSE89610.MicroArray.HuGene.1_0.st.v1,IL22,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL22.Duration.72h.Condition.Huh7.5.GSE89610.MicroArray.HuGene.1_0.st.v1,IL22,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL27.Duration.72h.Condition.Huh7.5.GSE89610.MicroArray.HuGene.1_0.st.v1,IL27,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB1.Dose.10ng.ml_Duration.4h.Condition.A549.GSE5450.MicroArray.HG.U133A,TGFB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB1.Condition.primary.human.alveolar.cells.type.2.Duration.48h.GSE100854.MicroArray.GPL13497,TGFB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB1.Condition.primary.human.alveolar.cells.type.2.sb431542.Duration.48h.GSE100854.MicroArray.GPL13497,TGFB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Duration.20min.Condition.MCF7.GSE37139.MicroArray.HuGene.1_0.st.v1,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Duration.90min.Condition.MCF7.GSE37139.MicroArray.HuGene.1_0.st.v1,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Condition.endocrine.tumor.cells.GSE64250.MicroArray.HuGene.1_1.st.v1,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL7.Condition.CD4..T.cell.GSE37584.MicroArray.HuGene.1_0.st.v1,IL7,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL1B.Condition.HPAECs_BET762.Duration.48h.GSE125508.MicroArray.Clariom_S_Human,IL1B,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL1B.Condition.HPAECs_control.Duration.48h.GSE125508.MicroArray.Clariom_S_Human,IL1B,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB1.Duration.8h.Condition.primary.normal.colon.mucosa.derived.fibroblasts.GSE39394.MicroArray.HG.U133_Plus_2,TGFB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL1B.Dose.100ng.ml.Condition.Swan.71.trophoblasts.GSE31679.MicroArray.GPL6947,IL1B,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL1B.Dose.10ng.ml.Condition.Swan.71.trophoblasts.GSE31679.MicroArray.GPL6947,IL1B,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL1B.Dose.1ng.ml.Condition.Swan.71.trophoblasts.GSE31679.MicroArray.GPL6947,IL1B,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Dose.100ng.ml.Condition.Swan.71.trophoblasts.GSE31679.MicroArray.GPL6947,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Dose.10ng.ml.Condition.Swan.71.trophoblasts.GSE31679.MicroArray.GPL6947,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Dose.1ng.ml.Condition.Swan.71.trophoblasts.GSE31679.MicroArray.GPL6947,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL13.Dose.100ng.mL.Condition.Primary.epithelial.cell.culture.from.esophageal.biopsies.GSE8853.MicroArray.HG.U133_Plus_2,IL13,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
LIF.Duration.1h.Condition.MCF7.GSE35696.MicroArray.HG.U133_Plus_2,LIF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Condition.Macrophage.GSE79077.MicroArray.GPL17077,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TWEAK.Condition.U2OS.Duration.15m.GSE41828.MicroArray.HG.U133_Plus_2,TNFSF12,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TWEAK.Condition.U2OS.Duration.1h.GSE41828.MicroArray.HG.U133_Plus_2,TNFSF12,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TWEAK.Condition.U2OS.Duration.24h.GSE41828.MicroArray.HG.U133_Plus_2,TNFSF12,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TWEAK.Condition.U2OS.Duration.4h.GSE41828.MicroArray.HG.U133_Plus_2,TNFSF12,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TWEAK.Condition.U2OS.Duration.8h.GSE41828.MicroArray.HG.U133_Plus_2,TNFSF12,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Condition.Monocyte.Duration.1h.GSE46911.MicroArray.HG.U133A,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Condition.Monocyte.Duration.24h.GSE46911.MicroArray.HG.U133A,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Condition.Monocyte.Duration.2d.GSE46911.MicroArray.HG.U133A,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Condition.Monocyte.Duration.3d.GSE46911.MicroArray.HG.U133A,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Condition.Monocyte.Duration.6h.GSE46911.MicroArray.HG.U133A,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Condition.HepG2.GSE12161.MicroArray.HG.U133_Plus_2,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Condition.Cultured.dermal.fibroblasts.GSE98624.RNASeq.SRP106609_GRCh38,TNF,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
LIF.Duration.15d.Condition.Fibroblast.Dose.0.2ug.GSE81997.MicroArray.GPL17077,LIF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB1.Duration.15d.Condition.Fibroblast.Dose.0.2ug.GSE81997.MicroArray.GPL17077,TGFB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB1.Condition.A549.cells.GSE135402.RNASeq.SRP217502_GRCh38,TGFB1,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IFNB.Condition.HEK293T.GSE99249.RNASeq.SRP107094_GRCh38,IFNB1,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IL21.Condition.CLL.GSE79660.MicroArray.HG.U133_Plus_2,IL21,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Dose.100u.ml.Condition.cell_line_A549.Duration.24h.GSE21158.MicroArray.GPL6098,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Dose.100u.ml.Condition.cell_line_AsPC1.Duration.24h.GSE21158.MicroArray.GPL6098,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Dose.100u.ml.Condition.cell_line_Calu6.Duration.24h.GSE21158.MicroArray.GPL6098,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Dose.100u.ml.Condition.cell_line_D10.Duration.24h.GSE21158.MicroArray.GPL6098,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Dose.100u.ml.Condition.cell_line_HCT116.Duration.24h.GSE21158.MicroArray.GPL6098,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Dose.100u.ml.Condition.cell_line_JUSO.Duration.24h.GSE21158.MicroArray.GPL6098,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Dose.100u.ml.Condition.cell_line_LS174_T.Duration.24h.GSE21158.MicroArray.GPL6098,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Dose.100u.ml.Condition.cell_line_ME15.Duration.24h.GSE21158.MicroArray.GPL6098,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Dose.100u.ml.Condition.cell_line_MIAPACA.Duration.24h.GSE21158.MicroArray.GPL6098,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Dose.100u.ml.Condition.cell_line_PANC1.Duration.24h.GSE21158.MicroArray.GPL6098,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Duration.6h.Condition.human.hepatocytes.from.human.hepatocyte.chimeric.mouse.liver.GSE37715.MicroArray.HG.U133_Plus_2,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Duration.14d.Condition.annulus.cells.GSE41883.MicroArray.U133_X3P,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Dose.10ng.mL_Duration.2h.Condition.HeLa.GSE26868.MicroArray.HG.U133_Plus_2,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Dose.10ng.mL_Duration.2h.Condition.THP1.GSE26868.MicroArray.HG.U133_Plus_2,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
LTB.Condition.Caco.2.GSE1474.MicroArray.GPL96,LTB,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
